BikeBuyer,Country,Education,Occupation,Gender,MaritalStatus,Home,AveMoSpend,Income,BirthYear,Cars,Child_Home,Child_Total
0,Canada,Partial College,Clerical,F,M,1,42,45204,1955,1,0,1
0,United States,Graduate Degree,Skilled Manual,F,S,1,51,108393,1955,0,0,5
0,United States,Graduate Degree,Skilled Manual,F,S,1,44,107018,1955,0,0,5
0,United States,Partial College,Clerical,F,M,1,42,32863,1956,1,0,1
0,Canada,Partial College,Clerical,F,M,1,52,51517,1956,1,0,1
0,United States,Partial College,Clerical,M,M,1,73,51574,1956,1,0,1
0,United States,Partial College,Clerical,F,M,1,48,28994,1957,1,0,1
0,United States,Partial College,Clerical,F,M,1,49,26456,1957,1,0,1
0,United States,Partial College,Clerical,F,M,1,45,46698,1957,1,0,1
0,United States,Graduate Degree,Skilled Manual,F,S,0,50,122997,1958,0,0,4
0,United States,Graduate Degree,Skilled Manual,F,S,0,54,100319,1958,0,0,4
0,United States,Graduate Degree,Skilled Manual,M,M,0,90,141747,1958,0,0,4
0,Canada,Graduate Degree,Skilled Manual,F,S,1,55,127266,1958,0,0,4
0,United States,Graduate Degree,Skilled Manual,F,S,0,56,109467,1958,0,0,4
0,United States,Graduate Degree,Skilled Manual,M,S,1,82,135661,1958,0,0,4
0,United States,Graduate Degree,Skilled Manual,F,S,1,51,90816,1959,0,0,4
0,United States,Graduate Degree,Skilled Manual,M,M,1,80,102519,1959,0,0,4
0,United Kingdom,Partial College,Manual,M,M,1,71,15619,1968,1,1,1
0,France,Bachelors ,Clerical,M,M,1,73,57927,1968,0,0,1
0,Germany,Bachelors ,Clerical,M,S,1,69,62308,1968,0,0,1
0,Germany,Bachelors ,Clerical,M,S,0,78,59688,1968,0,1,1
1,France,Bachelors ,Clerical,M,S,0,82,57137,1968,0,1,1
0,France,Graduate Degree,Clerical,F,M,1,53,78732,1968,0,0,0
0,France,Graduate Degree,Clerical,M,M,1,76,66814,1968,0,0,0
1,France,High School,Manual,M,S,1,91,23605,1967,1,3,3
0,France,High School,Manual,F,M,0,64,17848,1967,1,3,3
0,Germany,Partial High School,Manual,M,S,1,102,21694,1967,0,4,4
0,Germany,Partial College,Manual,M,M,1,73,27368,1967,1,1,1
0,France,High School,Manual,M,S,0,61,15675,1967,1,1,1
0,Germany,Bachelors ,Clerical,M,S,0,81,51056,1967,0,1,1
1,France,Bachelors ,Clerical,M,M,1,96,84367,1967,0,1,1
0,United Kingdom,Bachelors ,Clerical,F,S,0,44,47235,1967,1,1,1
1,United Kingdom,Bachelors ,Clerical,M,S,0,86,72921,1967,1,1,1
1,France,High School,Manual,M,M,1,76,16283,1966,1,1,1
0,France,Bachelors ,Clerical,M,M,1,75,54533,1967,0,0,0
0,United Kingdom,Bachelors ,Clerical,F,M,1,49,44544,1967,0,0,0
1,United Kingdom,Bachelors ,Clerical,M,M,0,76,79036,1967,0,0,0
0,United Kingdom,Bachelors ,Skilled Manual,F,M,1,58,56634,1966,2,1,1
1,France,Bachelors ,Skilled Manual,M,M,1,90,63272,1965,2,1,1
0,Germany,Bachelors ,Skilled Manual,F,M,1,57,43470,1965,2,1,1
1,United Kingdom,Partial High School,Manual,F,S,1,57,13132,1964,2,3,4
1,Germany,Partial High School,Manual,M,S,1,79,33135,1964,2,2,3
0,France,Partial High School,Manual,F,S,1,50,11995,1964,2,2,3
0,Germany,High School,Manual,F,M,0,32,20851,1931,2,0,4
0,Germany,Partial High School,Manual,F,S,1,53,12069,1964,2,2,3
1,France,High School,Manual,M,S,1,91,18485,1964,0,3,3
0,France,Partial High School,Manual,F,S,1,54,21156,1963,2,2,3
0,Germany,High School,Manual,F,M,0,69,23624,1963,1,3,3
1,United Kingdom,High School,Manual,M,S,1,91,24379,1963,1,3,3
0,France,High School,Manual,F,S,1,61,11467,1963,1,3,3
1,Germany,High School,Manual,M,S,1,91,25539,1963,1,3,3
0,France,High School,Manual,M,S,1,53,16941,1933,2,0,4
0,France,Bachelors ,Professional,F,M,0,46,61228,1966,0,0,0
0,France,Bachelors ,Professional,F,M,1,48,54471,1966,0,0,0
0,France,Bachelors ,Professional,M,M,1,79,61394,1966,0,0,0
1,United Kingdom,Graduate Degree,Skilled Manual,F,S,1,47,78764,1966,0,0,0
1,United Kingdom,High School,Manual,M,S,1,98,15195,1963,1,4,4
0,Germany,Partial College,Clerical,F,M,1,46,49666,1962,1,0,1
1,France,Partial College,Clerical,M,S,1,90,45632,1965,1,2,2
1,France,Partial College,Clerical,M,S,1,94,54299,1964,2,2,2
1,France,Partial College,Clerical,M,M,0,94,47061,1964,2,2,2
0,Germany,Bachelors ,Skilled Manual,F,M,1,51,51870,1964,0,0,1
0,United Kingdom,Bachelors ,Skilled Manual,M,M,1,84,72870,1964,0,0,1
1,France,Partial College,Clerical,M,S,1,99,62738,1963,3,2,2
0,United Kingdom,High School,Manual,M,S,0,60,25596,1977,1,0,0
1,France,High School,Manual,F,S,1,65,18016,1979,2,4,4
0,France,High School,Manual,M,S,1,93,16626,1979,2,4,4
0,Germany,High School,Manual,M,M,0,118,24178,1979,2,5,5
1,Germany,Partial College,Clerical,M,S,1,96,48259,1979,1,3,3
1,United Kingdom,Partial College,Clerical,F,S,1,61,44099,1979,2,3,3
0,United Kingdom,Bachelors ,Skilled Manual,F,M,1,50,42856,1963,0,0,1
0,United Kingdom,Partial College,Clerical,F,S,1,43,55331,1962,1,0,1
0,United Kingdom,Bachelors ,Skilled Manual,F,M,1,45,46838,1962,1,0,1
0,Germany,Bachelors ,Skilled Manual,F,M,1,49,45440,1962,1,0,1
1,United Kingdom,Partial College,Clerical,M,S,1,104,52994,1978,2,4,4
1,France,Partial College,Clerical,F,S,1,79,56897,1977,2,5,5
0,Germany,Partial College,Clerical,M,S,0,64,60047,1977,1,0,0
0,United Kingdom,Partial College,Clerical,F,S,0,44,48837,1977,1,0,0
0,United Kingdom,Partial College,Clerical,F,S,0,44,56043,1977,1,0,0
0,United Kingdom,Partial College,Clerical,M,M,0,67,47951,1977,1,0,0
0,France,High School,Manual,F,M,0,22,10196,1911,2,0,4
0,Germany,High School,Manual,M,S,0,59,18906,1975,1,0,0
0,Germany,Partial High School,Manual,F,S,0,35,22248,1976,1,0,0
0,Germany,Partial College,Clerical,F,S,0,45,53604,1976,1,0,0
0,United Kingdom,Partial College,Clerical,F,S,0,48,43093,1976,1,0,0
0,United Kingdom,Partial College,Clerical,F,S,0,42,48322,1976,1,0,0
1,Germany,Partial High School,Manual,F,S,0,38,31840,1975,1,0,0
0,Germany,Partial High School,Manual,F,S,0,45,19439,1975,1,0,0
0,United Kingdom,Partial High School,Manual,M,S,1,68,32831,1974,2,0,0
0,United Kingdom,Partial High School,Manual,F,S,0,36,15098,1974,2,0,0
0,Germany,Partial High School,Manual,F,S,0,40,18080,1974,2,0,0
0,United Kingdom,Partial High School,Manual,M,S,1,60,21912,1974,2,0,0
0,France,Partial College,Clerical,M,S,1,64,44264,1975,1,0,0
0,France,Partial College,Clerical,F,S,1,47,48304,1975,1,0,0
0,United Kingdom,Bachelors ,Skilled Manual,M,M,1,89,71043,1975,0,1,1
0,France,High School,Manual,F,M,0,25,15756,1913,2,0,4
0,France,Partial High School,Manual,F,S,0,39,29322,1974,2,0,0
1,Germany,Partial High School,Manual,F,S,0,44,26354,1973,2,0,0
0,Germany,Partial High School,Manual,M,M,0,61,16454,1973,2,0,0
0,France,Partial College,Clerical,M,S,0,67,42773,1973,1,0,0
1,United States,Partial High School,Clerical,F,S,0,43,33538,1977,2,0,0
1,United States,Partial College,Skilled Manual,M,S,0,71,79586,1977,2,0,0
0,Canada,Partial College,Skilled Manual,F,S,1,49,71121,1976,2,0,0
0,Australia,Partial High School,Clerical,F,S,1,47,23524,1949,2,1,2
0,Australia,Partial College,Clerical,F,M,0,51,49168,1950,2,0,3
0,Australia,Bachelors ,Management,M,M,1,72,65735,1950,2,0,2
0,Australia,Partial College,Clerical,M,M,0,66,50643,1950,2,0,2
1,United States,Partial High School,Clerical,M,S,1,63,45318,1980,2,0,0
0,Australia,High School,Skilled Manual,F,M,0,40,40852,1951,2,0,3
0,Australia,High School,Skilled Manual,F,S,1,43,43417,1951,2,0,3
0,Australia,High School,Skilled Manual,M,M,1,63,47380,1951,2,0,3
0,United States,Partial College,Skilled Manual,F,M,1,47,67325,1980,2,0,0
0,Australia,Partial College,Clerical,M,M,0,74,62367,1952,2,0,2
0,Australia,Partial College,Skilled Manual,F,M,1,49,49976,1953,2,0,3
0,Australia,Partial College,Skilled Manual,F,S,0,47,92586,1954,2,0,2
0,Australia,Partial College,Skilled Manual,F,S,0,50,90839,1954,2,0,2
0,Canada,Partial College,Skilled Manual,F,S,1,37,44965,1975,2,0,0
0,United States,Partial College,Skilled Manual,M,S,1,67,59540,1975,2,0,0
0,United States,High School,Skilled Manual,F,S,1,46,49901,1975,2,0,0
0,United States,High School,Skilled Manual,F,S,0,42,54883,1975,2,0,0
0,United States,High School,Skilled Manual,F,S,1,41,44644,1975,2,0,0
1,United States,High School,Skilled Manual,M,S,1,68,53577,1975,2,0,0
0,United States,Partial College,Skilled Manual,M,M,1,77,97410,1975,2,0,0
0,United States,High School,Skilled Manual,M,S,0,67,48806,1974,2,0,0
1,United States,High School,Skilled Manual,F,S,1,39,47284,1974,2,0,0
0,Canada,Partial College,Skilled Manual,F,M,1,51,84782,1973,2,0,0
0,France,Bachelors ,Clerical,F,M,1,41,35209,1939,1,0,2
0,France,Bachelors ,Clerical,M,M,1,57,38460,1939,1,0,2
0,United Kingdom,Bachelors ,Clerical,F,M,1,39,38727,1941,0,0,1
0,United Kingdom,Bachelors ,Clerical,M,M,1,69,50593,1942,0,0,1
0,United Kingdom,Graduate Degree,Clerical,M,S,1,64,88644,1942,0,0,1
0,France,Partial College,Manual,M,S,1,51,16260,1943,1,0,3
0,Australia,Partial College,Manual,M,M,0,55,22739,1980,1,0,0
0,Australia,Bachelors ,Clerical,M,M,1,63,25775,1980,0,0,0
0,Australia,High School,Manual,F,M,1,51,10888,1976,0,1,1
0,Australia,High School,Manual,F,S,0,41,16916,1976,0,1,1
0,Australia,High School,Manual,F,S,0,46,19417,1976,0,1,1
1,Australia,High School,Manual,F,M,1,43,15242,1976,0,1,1
0,Australia,High School,Manual,F,S,0,47,23777,1979,0,1,1
0,Australia,High School,Manual,F,M,1,53,23933,1979,0,1,1
0,Australia,Bachelors ,Clerical,F,M,1,46,17500,1979,0,0,0
0,Australia,Bachelors ,Clerical,M,M,1,66,48089,1979,0,0,0
0,Australia,Bachelors ,Clerical,F,M,0,45,27891,1978,0,0,0
0,Australia,Bachelors ,Clerical,M,S,1,62,37487,1978,0,0,0
0,Australia,Bachelors ,Clerical,M,S,1,61,37400,1978,0,0,0
1,Australia,Bachelors ,Clerical,F,S,1,40,33226,1978,0,0,0
0,Australia,Bachelors ,Clerical,M,M,1,71,59104,1977,0,0,0
0,United Kingdom,Bachelors ,Clerical,F,M,1,47,61826,1943,0,0,1
1,United Kingdom,Bachelors ,Clerical,F,S,1,42,54295,1943,0,0,1
1,France,Partial College,Manual,M,S,0,65,18002,1961,0,1,1
0,France,Partial College,Manual,F,M,1,47,12099,1961,0,1,1
0,Germany,Graduate Degree,Clerical,F,M,1,51,61398,1961,0,0,4
0,France,High School,Manual,M,S,0,73,27921,1960,1,1,1
0,France,High School,Manual,F,S,0,45,21379,1960,1,1,1
1,Germany,Partial College,Manual,M,S,0,72,19588,1960,0,1,1
0,Germany,Partial College,Manual,F,S,0,47,14926,1960,0,1,1
0,Germany,Partial College,Manual,F,S,0,46,13180,1960,0,1,1
1,Germany,Partial College,Manual,M,M,1,76,30362,1960,0,1,1
0,United Kingdom,Partial College,Manual,M,S,0,74,33055,1960,0,1,1
0,United Kingdom,Partial College,Manual,M,M,1,75,20933,1960,0,1,1
0,United Kingdom,Partial College,Manual,F,M,1,49,26395,1960,0,1,1
0,France,High School,Manual,F,M,1,52,23323,1959,1,1,1
0,United Kingdom,Partial College,Manual,M,M,1,69,27445,1959,1,0,2
0,France,Partial College,Manual,M,M,1,63,16369,1958,1,0,2
1,France,Bachelors ,Clerical,M,M,1,79,69860,1960,0,0,3
0,Germany,Bachelors ,Clerical,F,S,1,50,49481,1959,0,0,3
0,United Kingdom,Bachelors ,Clerical,M,M,1,72,55295,1959,0,0,0
1,France,Bachelors ,Clerical,F,S,1,43,53382,1959,0,0,0
0,Germany,Bachelors ,Clerical,M,M,1,77,60102,1959,0,0,0
0,United Kingdom,Graduate Degree,Clerical,F,M,1,54,65525,1959,0,0,3
0,United Kingdom,Bachelors ,Clerical,F,S,1,42,49567,1958,0,0,1
0,France,High School,Manual,M,M,1,80,21224,1970,1,1,1
0,Germany,Partial College,Manual,F,S,0,40,28554,1970,1,0,0
0,France,Partial College,Manual,M,S,1,59,21886,1970,1,0,0
0,Germany,Partial College,Manual,M,S,0,61,21256,1970,1,0,0
1,France,Bachelors ,Clerical,M,S,1,73,82158,1970,0,0,0
0,United Kingdom,Bachelors ,Clerical,M,M,1,78,62003,1970,0,0,0
0,United Kingdom,Partial College,Manual,F,S,1,44,28111,1969,1,0,0
0,Germany,Graduate Degree,Clerical,M,M,1,80,82192,1969,0,0,0
0,France,Graduate Degree,Clerical,F,S,1,51,56615,1969,0,0,0
1,Germany,Graduate Degree,Skilled Manual,M,S,1,68,68077,1969,0,0,0
0,Germany,Graduate Degree,Clerical,F,M,1,41,60432,1922,0,0,1
0,France,Partial College,Manual,F,S,1,45,21058,1952,2,0,3
0,France,Partial College,Manual,F,M,1,41,27920,1952,1,0,2
0,United Kingdom,Partial College,Manual,F,M,1,41,23909,1951,1,0,2
0,United Kingdom,Partial College,Manual,M,S,0,67,11846,1968,0,1,1
0,United Kingdom,Graduate Degree,Management,F,S,0,89,150352,1944,2,4,4
0,France,Partial College,Professional,M,S,1,76,118135,1946,2,0,5
1,France,Partial College,Professional,F,S,0,43,97143,1946,2,0,5
0,Germany,Bachelors ,Management,F,S,1,79,103496,1946,4,3,3
1,United Kingdom,High School,Professional,M,M,1,123,101799,1953,1,3,4
0,France,High School,Professional,F,M,0,84,80307,1954,2,4,4
0,Germany,High School,Professional,M,M,1,143,112196,1954,3,4,4
0,Germany,Bachelors ,Management,M,M,1,167,158042,1953,2,5,5
1,United Kingdom,Partial College,Professional,M,M,1,169,164262,1953,2,5,5
1,United Kingdom,Partial College,Professional,M,M,1,167,159044,1953,2,5,5
0,United Kingdom,Bachelors ,Management,M,M,1,168,166662,1953,3,5,5
0,United Kingdom,Bachelors ,Management,M,M,1,154,168262,1953,4,4,4
0,France,Partial College,Professional,F,M,1,62,84075,1952,2,1,4
1,United Kingdom,Partial College,Professional,F,M,0,103,134678,1952,3,5,5
1,United Kingdom,Bachelors ,Management,M,M,0,168,169262,1952,3,5,5
1,United Kingdom,Bachelors ,Management,M,M,1,168,168242,1952,3,5,5
1,France,Partial High School,Skilled Manual,F,S,1,57,56860,1951,2,2,5
1,Germany,Partial College,Professional,F,S,1,79,97953,1951,4,4,4
1,United Kingdom,High School,Professional,F,S,0,97,131017,1951,3,5,5
1,United Kingdom,Bachelors ,Management,M,M,1,166,166768,1950,3,5,5
0,France,High School,Management,F,S,1,56,108936,1948,3,1,4
1,United Kingdom,High School,Management,F,S,0,91,114905,1948,4,5,5
0,United Kingdom,High School,Management,F,M,1,106,132087,1948,4,5,5
1,Germany,Partial High School,Professional,F,M,1,99,117582,1947,3,5,5
1,Germany,High School,Management,M,M,0,160,159159,1947,4,5,5
0,Australia,Bachelors ,Professional,F,M,1,57,86389,1975,4,0,0
0,Australia,Bachelors ,Professional,M,S,1,68,104798,1976,3,0,0
0,Australia,Bachelors ,Professional,M,M,1,82,101116,1975,3,0,0
1,Australia,Bachelors ,Professional,M,S,1,74,107684,1975,3,0,0
0,Australia,Bachelors ,Professional,M,S,0,69,88169,1974,4,0,0
0,Australia,Bachelors ,Professional,F,M,0,49,85140,1974,4,0,0
1,Australia,Bachelors ,Professional,M,S,0,78,135217,1975,3,0,0
0,Australia,Bachelors ,Professional,F,S,0,53,117317,1975,2,0,0
1,Australia,Bachelors ,Professional,F,M,1,55,86739,1974,4,0,0
0,Australia,Bachelors ,Professional,F,M,1,55,109807,1973,3,0,0
0,Australia,Bachelors ,Professional,F,S,0,52,105363,1973,3,0,0
1,Australia,Bachelors ,Professional,M,S,0,79,131136,1974,2,0,0
1,Australia,High School,Management,M,M,1,159,113343,1974,1,5,5
1,Australia,Partial High School,Professional,F,M,0,107,117946,1974,4,5,5
1,Australia,Bachelors ,Professional,M,M,1,83,132025,1973,3,0,0
1,Australia,High School,Management,F,M,0,99,93115,1973,2,5,5
1,Australia,High School,Management,M,S,1,144,125192,1973,2,5,5
1,Australia,Bachelors ,Professional,M,S,1,158,173481,1973,4,5,5
0,Australia,Bachelors ,Professional,M,S,0,79,145939,1972,3,0,0
1,Australia,High School,Management,M,M,0,161,111009,1972,2,5,5
1,Australia,High School,Management,M,S,1,150,117509,1972,3,5,5
0,Australia,Bachelors ,Professional,F,M,1,56,110807,1971,4,0,0
1,Australia,Bachelors ,Professional,M,S,0,73,126067,1971,4,0,0
1,Australia,High School,Management,F,S,1,96,141290,1972,4,5,5
1,Australia,High School,Management,M,M,1,169,151654,1972,4,5,5
0,Australia,Bachelors ,Professional,F,S,1,48,117825,1971,4,0,0
1,Australia,High School,Management,M,S,1,149,128799,1971,3,5,5
1,Australia,High School,Management,F,M,1,101,91272,1971,4,5,5
0,Australia,Bachelors ,Professional,F,M,1,57,108120,1970,4,0,0
1,Australia,Partial High School,Professional,M,M,1,161,113282,1970,4,5,5
1,Australia,High School,Management,M,M,1,165,153494,1971,4,5,5
0,Australia,Partial High School,Professional,M,M,1,166,136220,1971,4,5,5
1,Australia,Partial High School,Professional,F,S,1,102,139064,1971,4,5,5
1,Australia,Partial High School,Management,M,M,0,171,161625,1971,4,5,5
0,United States,Bachelors ,Management,F,S,1,48,64296,1941,2,0,5
1,United States,Bachelors ,Management,M,S,0,114,151620,1941,4,3,3
0,Canada,Graduate Degree,Management,M,S,0,101,180308,1941,4,2,2
1,United States,Graduate Degree,Management,M,M,1,122,177525,1941,2,3,3
0,United States,Bachelors ,Management,F,M,1,52,116831,1942,2,0,5
0,Canada,Graduate Degree,Management,M,M,1,124,141215,1942,3,3,3
1,United States,Graduate Degree,Management,F,M,1,92,166125,1942,3,4,4
1,United States,Bachelors ,Management,F,M,1,80,144108,1942,4,3,3
0,Canada,Bachelors ,Management,F,M,1,90,129460,1943,3,4,4
1,United States,Graduate Degree,Management,F,M,1,91,155748,1943,3,4,4
0,United States,Bachelors ,Management,F,M,1,88,133253,1943,3,4,4
0,United States,Partial College,Skilled Manual,F,M,1,54,69500,1973,2,0,0
0,United States,Partial College,Professional,F,M,1,54,79137,1973,2,0,0
0,Canada,Partial College,Professional,F,M,1,52,75976,1973,2,0,0
0,United States,Partial College,Professional,F,M,1,53,78787,1976,2,0,0
1,Australia,High School,Skilled Manual,M,M,0,83,111775,1955,2,0,2
0,Australia,High School,Skilled Manual,F,S,1,55,97474,1955,2,0,2
1,Australia,High School,Skilled Manual,F,S,1,50,101277,1955,2,0,2
0,Australia,High School,Skilled Manual,M,S,0,78,94379,1956,2,0,2
0,Australia,High School,Skilled Manual,M,S,1,78,89174,1956,2,0,2
0,Australia,High School,Professional,F,S,0,48,71047,1957,2,0,2
1,Australia,High School,Professional,F,S,0,47,84581,1957,2,0,2
0,Australia,Graduate Degree,Management,F,M,1,70,149505,1958,1,1,1
1,Australia,Graduate Degree,Management,F,S,0,61,148273,1958,2,1,1
0,Canada,Bachelors ,Management,F,S,0,50,105698,1973,1,0,0
0,Canada,High School,Professional,F,S,1,45,38715,1974,2,0,0
1,United States,High School,Professional,M,S,0,71,55825,1974,2,0,0
0,United States,Partial College,Professional,M,S,1,74,106375,1974,2,0,0
1,United States,Partial College,Professional,F,S,1,47,72940,1974,2,0,0
1,United States,Partial College,Professional,M,S,0,75,94603,1974,2,0,0
1,Australia,Graduate Degree,Management,M,M,1,102,179253,1959,3,1,1
0,Australia,Graduate Degree,Management,F,S,0,57,154433,1959,3,0,0
1,United States,Graduate Degree,Management,F,M,1,67,151273,1966,3,1,1
1,United States,Graduate Degree,Management,M,M,1,112,182120,1966,4,1,1
0,Australia,Bachelors ,Professional,M,M,0,78,96260,1963,1,0,0
1,Australia,Bachelors ,Professional,M,S,1,150,117210,1967,4,5,5
0,Australia,Bachelors ,Professional,F,M,1,90,94730,1967,0,4,4
1,Australia,Bachelors ,Professional,F,M,1,91,101155,1967,0,4,4
1,Australia,Bachelors ,Professional,M,M,1,83,94800,1962,1,0,1
0,Australia,Bachelors ,Professional,F,S,1,53,82261,1962,1,0,1
1,Australia,Partial College,Skilled Manual,M,S,0,70,87562,1961,1,0,1
0,Australia,Partial College,Skilled Manual,F,S,0,44,57988,1961,1,0,1
0,Australia,Graduate Degree,Management,F,S,0,58,159471,1966,2,0,0
0,Australia,Partial College,Skilled Manual,M,M,1,84,101889,1960,1,0,1
0,Australia,Partial College,Skilled Manual,M,M,1,81,79285,1960,1,0,1
0,Australia,Partial College,Skilled Manual,F,M,1,57,82930,1960,1,0,1
0,Australia,Bachelors ,Professional,F,S,0,49,79417,1965,1,0,0
1,Australia,Bachelors ,Professional,M,S,1,148,124337,1965,4,5,5
1,Australia,Bachelors ,Professional,F,S,0,49,93183,1964,1,0,0
1,Australia,Bachelors ,Professional,M,M,1,81,120763,1959,1,0,5
1,Australia,Bachelors ,Professional,M,S,0,78,109416,1963,1,0,0
0,Australia,Bachelors ,Professional,F,S,0,43,76305,1963,2,0,0
0,Australia,Partial College,Skilled Manual,F,M,1,51,73999,1962,1,0,1
0,Australia,Partial College,Skilled Manual,F,M,1,51,85760,1962,1,0,1
0,Australia,Partial College,Skilled Manual,F,M,1,82,70264,1961,2,4,5
0,Australia,Bachelors ,Professional,F,M,0,92,103609,1958,2,4,5
1,Australia,Bachelors ,Professional,F,M,1,88,109553,1958,2,4,5
0,Australia,Bachelors ,Professional,M,S,1,83,137949,1958,1,0,2
1,Australia,Bachelors ,Management,F,S,0,52,102115,1958,1,0,2
0,Australia,Partial College,Clerical,M,M,0,65,61276,1936,2,0,2
1,Australia,Partial College,Skilled Manual,F,M,1,76,50583,1960,3,4,5
1,Australia,Partial College,Skilled Manual,M,M,1,142,99994,1960,3,4,5
0,Australia,Partial College,Skilled Manual,F,S,0,55,82193,1956,1,0,1
0,Australia,Bachelors ,Management,M,M,1,81,81307,1953,1,0,2
0,United States,High School,Skilled Manual,M,M,1,65,47522,1976,2,0,0
0,United States,High School,Skilled Manual,F,M,1,42,29357,1976,2,0,0
0,United States,High School,Skilled Manual,M,S,0,64,49662,1976,2,0,0
0,Canada,High School,Skilled Manual,F,M,1,47,43452,1975,1,0,0
0,United States,High School,Skilled Manual,M,S,1,65,45519,1975,1,0,0
0,United States,High School,Skilled Manual,M,S,1,63,41834,1975,1,0,0
0,United States,High School,Skilled Manual,F,S,1,42,52144,1980,2,0,0
0,Canada,High School,Skilled Manual,M,M,0,70,45617,1980,2,0,0
1,United States,High School,Skilled Manual,M,S,1,65,50323,1980,2,0,0
0,United States,High School,Skilled Manual,F,M,1,50,62779,1980,2,0,0
0,United States,High School,Skilled Manual,M,M,1,67,60665,1980,2,0,0
0,United States,High School,Skilled Manual,M,M,1,70,44109,1979,2,0,0
0,United States,High School,Skilled Manual,M,S,0,65,56787,1980,2,0,0
0,United States,High School,Skilled Manual,M,M,1,73,63725,1980,2,0,0
0,Australia,Partial College,Clerical,F,M,0,39,41369,1937,2,0,2
1,Canada,Partial High School,Clerical,F,S,0,36,38881,1979,2,0,0
1,United States,High School,Skilled Manual,F,S,0,47,47416,1978,2,0,0
0,Australia,Bachelors ,Management,M,M,1,70,68883,1938,2,0,2
0,Australia,Bachelors ,Management,F,S,1,40,51132,1938,2,0,2
0,United States,High School,Skilled Manual,F,S,0,41,38359,1977,2,0,0
0,United States,High School,Skilled Manual,F,S,0,42,21824,1977,2,0,0
0,United States,High School,Skilled Manual,F,S,1,45,43615,1979,2,0,0
0,Australia,Partial College,Clerical,M,M,0,56,39793,1939,2,0,2
0,Australia,Bachelors ,Management,M,M,1,67,70081,1939,2,0,2
0,Australia,Bachelors ,Management,M,M,0,71,80395,1940,2,0,2
0,Australia,Bachelors ,Management,M,M,0,65,72379,1940,2,0,2
0,Australia,Bachelors ,Management,F,M,1,48,60469,1942,2,0,2
1,United States,Partial College,Professional,F,S,1,79,147228,1962,4,3,3
0,Australia,Graduate Degree,Management,F,S,0,50,91467,1942,1,0,2
0,United States,High School,Skilled Manual,F,S,0,40,41082,1976,2,0,0
0,United States,High School,Skilled Manual,M,S,0,62,59048,1975,2,0,0
1,United States,High School,Skilled Manual,M,S,1,62,49765,1975,2,0,0
0,United States,Partial College,Skilled Manual,M,S,1,70,59308,1974,1,0,0
0,United States,Partial College,Skilled Manual,M,M,1,70,49656,1974,1,0,0
1,United States,Partial College,Skilled Manual,M,M,1,79,97887,1973,1,0,0
0,United States,Partial College,Skilled Manual,M,S,1,72,90527,1973,1,0,0
0,United States,Partial College,Skilled Manual,F,S,1,46,82133,1972,2,0,0
0,United States,Bachelors ,Management,F,M,1,60,107359,1972,1,0,0
0,United States,Bachelors ,Management,M,M,0,83,117980,1968,1,0,0
1,United States,Graduate Degree,Management,F,M,1,72,155608,1967,0,1,1
1,Canada,Graduate Degree,Management,M,M,1,108,172193,1967,0,1,1
0,United States,Graduate Degree,Management,F,M,0,70,151659,1967,1,1,1
0,United States,Graduate Degree,Skilled Manual,F,S,0,52,82926,1959,0,0,4
1,United States,Partial College,Clerical,M,S,1,105,38921,1972,1,4,4
0,United States,Graduate Degree,Skilled Manual,M,M,1,74,59080,1972,0,0,0
0,Canada,Graduate Degree,Skilled Manual,M,M,1,84,85302,1973,0,0,0
0,Canada,Graduate Degree,Skilled Manual,M,M,1,72,65995,1973,0,0,0
0,United States,Graduate Degree,Skilled Manual,M,M,1,73,72521,1973,0,0,1
0,United States,Graduate Degree,Skilled Manual,F,S,1,54,62587,1973,0,0,1
0,United States,Graduate Degree,Skilled Manual,M,M,1,75,67704,1973,0,0,1
0,United States,Graduate Degree,Skilled Manual,M,M,1,75,75092,1973,0,0,1
0,United States,Graduate Degree,Skilled Manual,M,M,1,81,96623,1971,0,0,1
0,United States,Graduate Degree,Skilled Manual,M,M,1,96,101886,1971,0,1,1
1,Canada,Graduate Degree,Skilled Manual,M,M,1,95,77270,1972,0,1,1
0,Canada,Graduate Degree,Skilled Manual,F,M,1,55,56821,1972,0,1,1
0,United States,Graduate Degree,Skilled Manual,M,M,1,82,124329,1972,0,0,1
0,United States,Graduate Degree,Skilled Manual,M,S,1,73,104136,1972,0,0,1
1,United States,Graduate Degree,Professional,F,M,1,57,102382,1972,0,0,1
0,United States,Bachelors ,Skilled Manual,M,M,1,89,66525,1970,0,1,1
0,United States,Bachelors ,Management,M,M,1,83,121887,1944,2,0,4
0,United States,Graduate Degree,Management,M,S,1,71,114081,1944,2,0,4
0,United States,Bachelors ,Management,F,M,1,51,86294,1944,2,0,5
0,United States,Bachelors ,Management,M,M,1,76,118037,1945,2,0,5
0,United States,Bachelors ,Management,M,M,1,81,99754,1945,2,0,5
0,United States,Bachelors ,Management,M,M,1,79,98221,1946,3,0,5
0,United States,Bachelors ,Management,F,M,1,50,97646,1946,3,0,5
0,Canada,Bachelors ,Management,F,M,1,52,94766,1946,3,0,5
0,United States,Bachelors ,Management,M,M,1,93,102212,1946,1,1,3
0,United States,Bachelors ,Management,M,M,1,93,106724,1946,1,1,4
1,United States,Bachelors ,Management,F,S,1,50,90023,1946,1,1,4
0,United States,Bachelors ,Management,M,M,1,80,103575,1947,3,0,5
